"dataset_name","mismatch_rate","paired_analyses","fix_1","fix_2","fix_3","fix_4","fix_5"
"CD014923_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD014932_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD014944_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD014960_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD014999_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015040_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD015042_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015060_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015064_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD015066_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD015083_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup)."
"CD015101_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD015112_pub3_data",NA,NA,"exp_n_le0: Correct sample size; N must be > 0.","ctrl_n_le0: Correct sample size; N must be > 0.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","all_events: Check event coding; consider RD; use continuity correction if OR/RR.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015120_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
"CD015122_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015124_pub2_data",NA,NA,"ctrl_n_le0: Correct sample size; N must be > 0.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015145_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","","",""
"CD015158_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD015229_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","","","",""
"CD015252_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015284_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015313_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","",""
"CD015326_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD015328_pub2_data",NA,NA,"duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","","","",""
"CD015330_pub2_data",NA,NA,"","","","",""
"CD015350_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015383_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","variance_se_mismatch: Review data extraction and analysis assumptions."
"CD015448_pub2_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median."
"CD015462_pub2_data",NA,NA,"ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity."
"CD015495_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity."
"CD015517_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD015518_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.",""
"CD015519_pub2_data",NA,NA,"sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).","exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median."
"CD015520_data",NA,NA,"double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw.","duplicate_study: De-duplicate within analysis (Study + analysis/subgroup).",""
"CD015526_pub2_data",NA,NA,"exp_sd_le0: Verify SD extraction; impute SD within analysis or from control/median.","ctrl_sd_le0: Verify SD extraction; impute SD within analysis or from experimental/median.","sparse_events: Prefer RD/GLMM; consider exact methods; report sensitivity.","double_zero: Prefer RD or GLMM; exclude double-zero from OR; report sensitivity.","ci_mismatch: Re-derive SE from CI or variance; check log scale vs raw."
