"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","k","double_zero","sparse_events","orcc_ok","rd_ok","recommended_method","recommendation_reason"
"CD012850_pub2_data","23::overall","23","overall","Range of mandibular motion (unassisted (mandibular) opening without pain)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","24::overall","24","overall","Range of mandibular motion (unassisted (mandibular) opening without pain)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","25::overall","25","overall","Range of mandibular motion (unassisted (mandibular) opening without pain)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","26::overall","26","overall","Range of mandibular motion (unassisted (mandibular) opening without pain)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","27::overall","27","overall","Range of mandibular motion (maximum assisted (mandibular opening)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012850_pub2_data","28::overall","28","overall","Depression",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012891_pub2_data","2::overall","2","overall","Standard controlled ovarian hyperstimulation with gonadotropins versus controlled ovarian hyperstimulation with gonadotropins + tamoxifen: number of oocytes retrieved after ovarian stimulation",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012905_pub2_data","4::overall","4","overall","Change in serum creatinine from baseline",17,17,17,FALSE,TRUE,"RD","double_zero"
"CD012905_pub2_data","5::overall","5","overall","Change in urine output from baseline",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD012925_pub2_data","1::overall","1","overall","Provider adherence to recommended practice (dichotomous outcomes)",19,19,19,FALSE,TRUE,"RD","double_zero"
"CD012925_pub2_data","3::overall","3","overall","Client's health behaviour",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD012925_pub2_data","7::overall","7","overall","Client utilisation of primary healthcare and/or services (risk difference)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD012967_pub2_data","4::overall","4","overall","Change in impairment score at 24 months",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD012993_pub2_data","2::overall","2","overall","Change in FVC from baseline",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD012993_pub2_data","6::overall","6","overall","Quality of life - PROMIS - fatigue score",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","1::overall","1","overall","Time to reach full sucking feeds (days)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","2::overall","2","overall","Time to reach full sucking feeds (days) – by type of exposure",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","3::overall","3","overall","Duration of parenteral nutrition (days)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","4::overall","4","overall","Time to reach full enteral feeds (days)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","5::overall","5","overall","Time to reach full enteral feeds (days) – by type of exposure",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","8::overall","8","overall","Time to first discharge home (days)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","9::overall","9","overall","Time to first discharge home (postmenstrual age in weeks)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","10::overall","10","overall","Time to first discharge home (days) – by type of exposure",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013038_pub3_data","11::overall","11","overall","Time to first discharge home (postmenstrual age in weeks) – by type of exposure",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013042_pub2_data","1::overall","1","overall","Mean pain (0 to 10, 0 is no pain)",87,87,87,FALSE,TRUE,"RD","double_zero"
"CD013042_pub2_data","2::overall","2","overall","Mean disability (0 to 100, 0 is no disability)",75,75,75,FALSE,TRUE,"RD","double_zero"
"CD013042_pub2_data","7::overall","7","overall","Pain-free grip strength (SMD)",30,30,30,FALSE,TRUE,"RD","double_zero"
"CD013059_pub2_data","1::overall","1","overall","Depressive symptomatology",299,299,299,FALSE,TRUE,"RD","double_zero"
"CD013059_pub2_data","3::overall","3","overall","Quality of life and psychological well-being",25,25,25,FALSE,TRUE,"RD","double_zero"
"CD013059_pub2_data","4::overall","4","overall","Anxious symptomatology",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","1::overall","1","overall","Erectile function (AMS sexual)",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","3::overall","3","overall","Erectile function (conversion to IIEF-EF)",13,13,13,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","4::overall","4","overall","Sexual quality of life (AMS total)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","9::overall","9","overall","Lower urinary tract symptoms",9,9,9,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","10::overall","10","overall","Erectile function (subgroup: age and testosterone level, conversion to IIEF-EF)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","12::overall","12","overall","Erectile function (subgroup: metabolic syndrome (MS), conversion to IIEF-EF)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","13::overall","13","overall","Sexual quality of life (subgroup: metabolic syndrome (MS), AMS total)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","14::overall","14","overall","Sexual quality of life (subgroup: metabolic syndrome (MS), IIEF - overall satisfaction)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","16::overall","16","overall","Erectile function (conversion to IIEF-EF; sensitivity analysis)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","17::overall","17","overall","Sexual quality of life (AMS total; sensitivity analysis)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","18::overall","18","overall","Sexual quality of life (IIEF-overall satisfaction; sensitivity analysis)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013071_pub2_data","21::overall","21","overall","Lower urinary tract symptoms (sensitivity analysis)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013078_pub2_data","1::overall","1","overall","Pain intensity at the end of the treatment (6 months)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013078_pub2_data","2::overall","2","overall","Function at the end of treatment",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013078_pub2_data","3::overall","3","overall","Function at 6 months' follow-up",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013078_pub2_data","4::overall","4","overall","Function at 6 months' follow-up",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","5::1","5","1","Adverse events ",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","6::2","6","2","Patient-reported outcome measures ",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","6::3","6","3","Patient-reported outcome measures ",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","6::4","6","4","Patient-reported outcome measures ",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","6::5","6","5","Patient-reported outcome measures ",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","2::6","2","6","Patient-reported outcome measures ",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","3::3","3","3","Perioperative outcomes ",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","3::5","3","5","Perioperative outcomes ",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","2::2","2","2","Adverse events ",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013105_pub2_data","1::10","1","10","Patient-reported outcome measures ",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013166_pub3_data","1::overall","1","overall","Erectile function ",32,32,32,FALSE,TRUE,"RD","double_zero"
"CD013166_pub3_data","4::overall","4","overall","Penile rigidity",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013166_pub3_data","1::1","1","1","Subgroup analysis by PDE-5i response status: erectile function",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013166_pub3_data","3::1","3","1","Subgroup analysis by PDE-5i response status: treatment-related adverse events",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013232_pub2_data","17::overall","17","overall","Quality of life",16,16,16,FALSE,TRUE,"RD","double_zero"
"CD013232_pub2_data","19::overall","19","overall","Subgroup analysis: age - irritability",14,14,14,FALSE,TRUE,"RD","double_zero"
"CD013232_pub2_data","21::overall","21","overall","Subgroup analysis: cognitive ability - irritability",13,13,13,FALSE,TRUE,"RD","double_zero"
"CD013278_pub3_data","7::1","7","1","Duration of ventilator support (days)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013278_pub3_data","7::2","7","2","Duration of ventilator support (days)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013278_pub3_data","8::1","8","1","Duration of need for supplementary oxygen (days)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013278_pub3_data","8::2","8","2","Duration of need for supplementary oxygen (days)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013278_pub3_data","23::2","23","2","Duration of hospitalization",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","1::overall","1","overall","Rate of moderate or severe exacerbations",11,11,11,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","2::overall","2","overall","Rate of moderate or severe exacerbations (stratified by baseline 25(OH)D)",20,20,20,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","3::overall","3","overall","Rate of moderate or severe exacerbations (stratified by baseline FEV1, % predicted)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","4::overall","4","overall","Rate of moderate or severe exacerbations (stratified by baseline corticosteroid use)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","5::overall","5","overall","Proportion of participants experiencing one or more exacerbations (moderate or severe)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","6::overall","6","overall","Time to first exacerbation",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","7::overall","7","overall","Rate of severe exacerbation, requiring ED attendance or hospitalisation",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","8::overall","8","overall","Rate of moderate exacerbation",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","9::overall","9","overall","Incidence of study defined exacerbation",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","10::overall","10","overall","Inter-arm difference in mean change in FEV1 (% predicted)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013284_pub2_data","11::overall","11","overall","Inter-arm difference in mean change in FVC (% predicted)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","1::overall","1","overall","Time (%) in target oxygen saturation range",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","4::overall","4","overall","Time (%) above alarm limit or desired oxygen saturation range, regardless of fraction of inspired oxygen received",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","5::overall","5","overall","Time (%) above alarm limit or desired oxygen saturation range, excluding time in room air",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","6::overall","6","overall","Time (%) below alarm limit or desired oxygen saturation range",11,11,11,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","7::overall","7","overall","Hypoxic episodes during study period",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","8::overall","8","overall","Time (%) with oxygen saturation below 80%",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","9::overall","9","overall","Time with oxygen saturation between 97% and 100%, excluding time in room air",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","11::overall","11","overall","Average oxygen saturation (%)",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","12::overall","12","overall","Average fraction of inspired oxygen",8,8,8,FALSE,TRUE,"RD","double_zero"
"CD013294_pub2_data","13::overall","13","overall","Number of manual adjustments during study",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","1::overall","1","overall","HIV health literacy: understanding HIV terms (short-term: immediately post-intervention)",11,11,11,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","7::overall","7","overall","Health behaviour: physical activity, average daily steps (short-term: immediately post-intervention)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","8::overall","8","overall","Health behaviour: physical activity, average daily steps (short-term: three months post-intervention)",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","9::overall","9","overall","Self-efficacy to manage one's disease (short-term: immediately post-intervention)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","10::overall","10","overall","Any health-related knowledge, 0 to 100 (short-term: immediately post-intervention) - all studies",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","13::overall","13","overall","Any health-related knowledge, 0 to 100 (short-term: immediately post-intervention) - without Kaur 2019",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","14::overall","14","overall","Any health-related knowledge, 0 to 100 (medium-term: up to 6 months post-intervention)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","16::overall","16","overall","Health outcome: any depression (medium-term: up to 6 months post-intervention)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","23::overall","23","overall","Self-efficacy to manage one's disease (short-term: immediately post-intervention) - all studies",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013303_pub2_data","24::overall","24","overall","Self-efficacy to manage one's disease (short-term: immediately post-intervention) - studies without high risk of bias",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013331_pub2_data","1::overall","1","overall","Pain relief: high-frequency TENS versus placebo or no treatment",18,18,18,FALSE,TRUE,"RD","double_zero"
"CD013331_pub2_data","3::overall","3","overall","Requirements for additional analgesics - number of tablets: high-frequency TENS versus placebo or no treatment",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013332_pub2_data","3::overall","3","overall","Hospital length of stay",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","1::1","1","1","Mean overall pain (0 to 10, 0 is no pain)",20,20,20,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","1::2","1","2","Mean overall pain (0 to 10, 0 is no pain)",21,21,21,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","1::3","1","3","Mean overall pain (0 to 10, 0 is no pain)",16,16,16,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","2::1","2","1","Mean overall pain by cell origin (0 to 10, 0 is no pain)",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","2::2","2","2","Mean overall pain by cell origin (0 to 10, 0 is no pain)",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","3::2","3","2","Mean function (0 to 100, 0 is best function)",10,10,10,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","3::3","3","3","Mean function (0 to 100, 0 is best function)",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","4::2","4","2","Mean function by cell origin (0 to 100, 0 is best function)",3,3,3,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","5::1","5","1","Mean quality of life (SF-36 mental health)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","5::2","5","2","Mean quality of life (SF-36 mental health)",2,2,2,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","12::overall","12","overall","Mean overall pain (0 to 10 points, 0 is no pain)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013342_pub2_data","2::3","2","3","Mean function (0 to 100, 0 is best function)",12,12,12,FALSE,TRUE,"RD","double_zero"
"CD013353_pub2_data","1::overall","1","overall","PIPP during endotracheal suctioning",12,12,12,FALSE,TRUE,"RD","double_zero"
"CD013353_pub2_data","2::overall","2","overall","ALPS-Neo Scale during endotracheal suctioning",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013353_pub2_data","3::overall","3","overall","Heart rate during endotracheal suctioning (bpm)",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013353_pub2_data","4::overall","4","overall","Oxygen saturation during endotracheal suctioning (%)",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013355_pub2_data","1::overall","1","overall","PIPP during endotracheal suctioning",4,4,4,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","2::overall","2","overall","Diastolic blood pressure (mmHg), change from baseline",44,44,44,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","3::overall","3","overall","Anxiety, change from baseline",40,40,40,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","4::overall","4","overall","Depression, change from baseline",44,44,44,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","5::overall","5","overall","Perceived stress, change from baseline",40,40,40,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","6::overall","6","overall","Well-being",15,15,15,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","7::overall","7","overall","Total cholesterol (mmol/L), change from baseline",6,6,6,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","9::overall","9","overall","HDL cholesterol (mmol/L), change from baseline",7,7,7,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","10::overall","10","overall","Triglycerides (mmol/L), change from baseline",5,5,5,FALSE,TRUE,"RD","double_zero"
"CD013358_pub2_data","11::overall","11","overall","Fasting blood glucose (mmol/L), change from baseline",5,5,5,FALSE,TRUE,"RD","double_zero"
