"dataset_id","analysis_id","issue"
"CD015003_pub2_data","2::1::All-cause mortality","No usable data for effect sizes"
"CD015014_pub2_data","1::19::Adverse events/injurious falls (proportion of residents with an injurious fall)","No usable data for effect sizes"
"CD015014_pub2_data","1::20::Adverse events/injurious falls (mean number of injurious falls per resident)","No usable data for effect sizes"
"CD015014_pub2_data","1::21::Adverse events/infections (proportion of residents with an infection)","No usable data for effect sizes"
"CD015014_pub2_data","1::26::Adherence to clinical guideline-recommended care (proportion of residents with adequate antibiotic therapy)","No usable data for effect sizes"
"CD015014_pub2_data","1::27::Adherence to clinical guidelines (MAI)","No usable data for effect sizes"
"CD015014_pub2_data","1::46::Residents’ satisfaction with the health care received (mean satisfaction score)","No usable data for effect sizes"
"CD015014_pub2_data","1::47::Proportion of residents’ satisfied with the health care received ","No usable data for effect sizes"
"CD015033_pub2_data","2::8::Liver enzyme levels. Serum AST levels (12 months)","No usable data for effect sizes"
"CD015033_pub2_data","2::9::Liver enzyme levels. Serum GGT levels (12 months)","No usable data for effect sizes"
"CD015033_pub2_data","2::10::Imaging response. No-improvements in steatosis on ultrasound (12 months)","No usable data for effect sizes"
"CD015033_pub2_data","2::11::Imaging response. No-improvements in steatosis on ultrasound. Best-worst case scenario sensitivity analysis","No usable data for effect sizes"
"CD015033_pub2_data","2::12::Imaging response. No-improvements in steatosis on ultrasound. Worst-best case scenario sensitivity analysis","No usable data for effect sizes"
"CD015033_pub2_data","2::13::Imaging response. Proportion of participants without a normal ultrasound (12 months)","No usable data for effect sizes"
"CD015033_pub2_data","2::14::Imaging response. Proportion of participants without a normal ultrasound. Best-worst case scenario sensitivity analysis","No usable data for effect sizes"
"CD015033_pub2_data","2::15::Imaging response. Proportion of participants without a normal ultrasound. Worst-best case scenario sensitivity analysis","No usable data for effect sizes"
"CD015038_pub2_data","1::5::Pneumonia","No usable data for effect sizes"
"CD015038_pub2_data","1::6::Venous thromboembolism","No usable data for effect sizes"
"CD015038_pub2_data","1::8::Ileus","No usable data for effect sizes"
"CD015038_pub2_data","1::9::Reoperation","No usable data for effect sizes"
"CD015038_pub2_data","1::12::Pain score (chronic)","No usable data for effect sizes"
"CD015040_pub2_data","4::1::PTSD symptom severity: change from baseline to 4 to 12 weeks after treatment (ITT)","No usable data for effect sizes"
"CD015046_pub2_data","1::1::Adverse events&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","2::1::Change in severity of ICBs&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","2::2::Adverse events - dizziness&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","2::3::Adverse events - nausea","No usable data for effect sizes"
"CD015046_pub2_data","2::4::Adverse events - headache&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","2::5::Adverse events - blood pressure changes&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","3::1::Change in frequency of ICBs&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","3::2::Change in severity of ICBs","No usable data for effect sizes"
"CD015046_pub2_data","3::3::Change in quality of life","No usable data for effect sizes"
"CD015046_pub2_data","3::4::Change in neuropsychiatric symptoms - depression","No usable data for effect sizes"
"CD015046_pub2_data","3::5::Change in neuropsychiatric symptoms - anxiety","No usable data for effect sizes"
"CD015046_pub2_data","3::6::Adverse events - sleepiness","No usable data for effect sizes"
"CD015046_pub2_data","3::7::Adverse events - fall (without orthostatic hypotension)","No usable data for effect sizes"
"CD015046_pub2_data","3::8::Adverse events - nausea","No usable data for effect sizes"
"CD015046_pub2_data","3::9::Adverse events - orthostatic hypotension","No usable data for effect sizes"
"CD015046_pub2_data","3::10::Adverse events - restless legs syndrome","No usable data for effect sizes"
"CD015046_pub2_data","3::11::Adverse events - fatigue&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","3::12::Adverse events - asymptomatic bradycardia (51 to 59 bpm)","No usable data for effect sizes"
"CD015046_pub2_data","4::1::Change in frequency of ICBs&nbsp;","No usable data for effect sizes"
"CD015046_pub2_data","4::2::Change in severity of ICBs","No usable data for effect sizes"
"CD015060_pub2_data","1::1::Proteinuria: > 50% increase from baseline","No usable data for effect sizes"
"CD015060_pub2_data","1::2::eGFR: ≥ 60% decline from baseline at 3 years","No usable data for effect sizes"
"CD015060_pub2_data","3::2::Proteinuria: > 1 g/d","No usable data for effect sizes"
"CD015060_pub2_data","3::3::eGFR decline or kidney failure","No usable data for effect sizes"
"CD015060_pub2_data","4::1::Worsening proteinuria: > 1 g/1.73 m2/d","No usable data for effect sizes"
"CD015060_pub2_data","4::2::Final proteinuria","No usable data for effect sizes"
"CD015060_pub2_data","4::3::eGFR: ≥ 50% decline from baseline","No usable data for effect sizes"
"CD015060_pub2_data","4::4::Final GFR","No usable data for effect sizes"
"CD015060_pub2_data","6::1::Proteinuria improvement ","No usable data for effect sizes"
"CD015060_pub2_data","7::1::Proteinuria change ","No usable data for effect sizes"
"CD015060_pub2_data","7::2::eGFR at end of treatment","No usable data for effect sizes"
"CD015060_pub2_data","8::1::Proteinuria at end of treatment","No usable data for effect sizes"
"CD015060_pub2_data","8::2::eGFR at end of treatment","No usable data for effect sizes"
"CD015060_pub2_data","9::1::Worsening proteinuria: > 50% increase from baseline","No usable data for effect sizes"
"CD015060_pub2_data","9::2::eGFR: > 50% decline from baseline","No usable data for effect sizes"
"CD015060_pub2_data","10::1::Proteinuria remission ","No usable data for effect sizes"
"CD015060_pub2_data","10::2::Final proteinuria  ","No usable data for effect sizes"
"CD015083_pub2_data","8::1::Referral for or receipt of any lumbar spine imaging at last follow-up within 12 months","No usable data for effect sizes"
"CD015083_pub2_data","8::2::Prescription or use of opioid medication at last follow-up within 12 months","No usable data for effect sizes"
"CD015083_pub2_data","8::3::Referral to surgeon or lumbar spine surgery at last follow-up within 12 months","No usable data for effect sizes"
"CD015083_pub2_data","8::4::Admission to hospital for non-specific LBP at last follow-up within 12 months","No usable data for effect sizes"
"CD015083_pub2_data","8::8::Referral for or receipt of advanced lumbar spine imaging at last follow-up within 12 months","No usable data for effect sizes"
"CD015083_pub2_data","8::9::Referral or use of any injection to the lumbar spine at last follow-up within 12 months","No usable data for effect sizes"
"CD015084_pub2_data","1::1::Clinical remission","No usable data for effect sizes"
"CD015084_pub2_data","1::2::Disease improvement: clinical activity scale (Rachmilewitz index)","No usable data for effect sizes"
"CD015084_pub2_data","1::3::Disease improvement: biochemical markers of inflammation (faecal calprotectin)","No usable data for effect sizes"
"CD015084_pub2_data","1::4::Disease improvement: biochemical markers of inflammation (IL-8 in rectal dialysis fluid)","No usable data for effect sizes"
"CD015084_pub2_data","1::5::Disease improvement: biochemical markers of inflammation (PGE-2 in rectal dialysis fluid)","No usable data for effect sizes"
"CD015084_pub2_data","2::1::Clinical remission","No usable data for effect sizes"
"CD015084_pub2_data","2::2::Disease improvement: clinical activity scale (Mayo score)","No usable data for effect sizes"
"CD015084_pub2_data","2::3::Number of adverse events","No usable data for effect sizes"
"CD015084_pub2_data","2::4::Withdrawals due to adverse events","No usable data for effect sizes"
"CD015084_pub2_data","3::1::Disease improvement: clinical activity scale (Lichtiger index)","No usable data for effect sizes"
"CD015084_pub2_data","3::2::Disease improvement: biochemical markers of inflammation (serum CRP)","No usable data for effect sizes"
"CD015084_pub2_data","4::1::Clinical relapse","No usable data for effect sizes"
"CD015084_pub2_data","4::2::Disease improvement: clinical activity scale (partial Mayo score)","No usable data for effect sizes"
"CD015084_pub2_data","4::3::Disease improvement: biochemical markers of inflammation (faecal calprotectin)","No usable data for effect sizes"
"CD015084_pub2_data","4::4::Disease improvement: quality of life score (IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","4::5::Number of adverse events","No usable data for effect sizes"
"CD015084_pub2_data","5::1::Disease improvement: quality of life score (IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","5::2::Disease improvement: quality of life score (bowel component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","5::3::Disease improvement: quality of life score (systemic component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","5::4::Disease improvement: quality of life score (emotional component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","5::5::Disease improvement: quality of life score (social component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","5::6::Withdrawals due to adverse events","No usable data for effect sizes"
"CD015084_pub2_data","6::1::Disease improvement: quality of life score (IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","6::2::Disease improvement: quality of life score (bowel component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","6::3::Disease improvement: quality of life score (systemic component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","6::4::Disease improvement: quality of life score (emotional component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","6::5::Disease improvement: quality of life score (social component of IBDQ)","No usable data for effect sizes"
"CD015084_pub2_data","6::6::Withdrawals due to adverse events","No usable data for effect sizes"
"CD015087_pub2_data","1::2::Pain intensity as reported by a third party (0 to 2 hours)","No usable data for effect sizes"
