"dataset_name","analysis_key","analysis_number","subgroup_number","analysis_name","method_orig","method_fix","method_changed","chosen_effect_orig","chosen_effect_fix","chosen_ci_lb_orig","chosen_ci_ub_orig","chosen_ci_lb_fix","chosen_ci_ub_fix","sparse_events","double_zero","effect_delta"
"CD016119_data","3::overall",3,"overall","Size of fibroid on incidence of haemorrhage","RD","RD",FALSE,-0.0155752183787889,-0.0155752183787889,-0.0714660239728383,0.0403155872152604,-0.0714660239728383,0.0403155872152604,1,0,0
"CD016119_data","4::overall",4,"overall","Change in haemoglobin","OR_cc","RD",TRUE,0.130335716295605,NA,-0.853020882922757,1.11369231551397,NA,NA,16,16,NA
"CD016119_data","5::overall",5,"overall","Length of hospitalisation","OR_cc","RD",TRUE,0.238965970085465,NA,-0.776844184075259,1.25477612424619,NA,NA,15,15,NA
"CD016119_data","6::overall",6,"overall","Length of hospitalisation – sensitivity analysis","OR_cc","RD",TRUE,0.230138785575326,NA,-0.860494954726844,1.3207725258775,NA,NA,13,13,NA
"CD016119_data","7::overall",7,"overall","Length of operation","OR_cc","RD",TRUE,0.0960629970600903,NA,-0.806726675292005,0.998852669412186,NA,NA,19,19,NA
"CD016119_data","8::overall",8,"overall","Major surgery at time of procedure","RD","RD",FALSE,0.0061656258182757,0.0061656258182757,-0.0141459977893404,0.0264772494258918,-0.0141459977893404,0.0264772494258918,3,0,0
"CD016119_data","9::overall",9,"overall","Postpartum fever","RD","RD",FALSE,0.0110352388312667,0.0110352388312667,-0.00770275591245552,0.0297732335749889,-0.00770275591245552,0.0297732335749889,2,1,0
"CD016120_data","1::overall",1,"overall","Allogenic (donor) blood transfusion","RD","RD",FALSE,-0.0585799759918839,-0.0585799759918839,-0.150105382080549,0.0329454300967812,-0.150105382080549,0.0329454300967812,1,0,0
"CD016120_data","11::overall",11,"overall","Amniotic fluid embolism","OR_cc","RD",TRUE,-0.00134424179053292,NA,-2.27072131862439,2.26803283504332,NA,NA,3,3,NA
"CD016120_data","12::overall",12,"overall","Side effects","RD","RD",FALSE,-0.0994084416543401,-0.0994084416543401,-0.328590217112417,0.129773333803737,-0.328590217112417,0.129773333803737,2,1,0
"CD016120_data","13::overall",13,"overall","Clotting abnormalities: Prothrombin time (PT) at day 1 postpartum","OR_cc","RD",TRUE,-0.00347127995241766,NA,-2.2772446450526,2.27030208514777,NA,NA,3,3,NA
"CD016120_data","14::overall",14,"overall","Clotting abnormalities: Activated partial thromboplastin time (APTT) at day 1 postpartum","OR_cc","RD",TRUE,-0.00347127995241766,NA,-2.2772446450526,2.27030208514777,NA,NA,3,3,NA
"CD016120_data","16::overall",16,"overall","Clotting abnormalities: Red blood cell count at day 1 postpartum","OR_cc","RD",TRUE,-0.00520909953515309,NA,-2.79058416047163,2.78016596140133,NA,NA,2,2,NA
"CD016120_data","17::overall",17,"overall","Clotting abnormalities: Platelets amount at day 1 postpartum","OR_cc","RD",TRUE,-0.00347127995241766,NA,-2.2772446450526,2.27030208514777,NA,NA,3,3,NA
"CD016120_data","18::overall",18,"overall","Clotting abnormalities: Fibrinogen count at day 1 postpartum","OR_cc","RD",TRUE,-0.00347127995241766,NA,-2.2772446450526,2.27030208514777,NA,NA,3,3,NA
"CD016120_data","2::overall",2,"overall","Transfusion related adverse reactions","RD","RD",FALSE,-0.0372410689932124,-0.0372410689932124,-0.0853125578611471,0.0108304198747223,-0.0853125578611471,0.0108304198747223,2,0,0
"CD016120_data","3::overall",3,"overall","Haemorrhage","RD","RD",FALSE,0.000238235286090741,0.000238235286090741,-0.0282848330461418,0.0287613036183233,-0.0282848330461418,0.0287613036183233,1,0,0
"CD016120_data","4::overall",4,"overall","Length of hospitalisation","OR_cc","RD",TRUE,-0.00134727171683464,NA,-2.2732805014111,2.27058595797743,NA,NA,3,3,NA
"CD016120_data","5::overall",5,"overall","Length of operation","OR_cc","RD",TRUE,0,NA,-2.78299715167321,2.78299715167321,NA,NA,2,2,NA
"CD016120_data","7::overall",7,"overall","Estimated blood loss","OR_cc","RD",TRUE,0,NA,-2.78299715167321,2.78299715167321,NA,NA,2,2,NA
"CD016120_data","8::overall",8,"overall"," Postpartum haemoglobin concentration","OR_cc","RD",TRUE,-0.0128772225318972,NA,-2.28471005564392,2.25895561058012,NA,NA,3,3,NA
"CD016131_data","1::1",1,"1","RSV-associated lower respiratory tract illness","OR_cc","OR_cc",FALSE,-1.35312212368233,-1.35312212368233,-1.74476549365624,-0.961478753708412,-1.74476549365624,-0.961478753708412,0,0,0
"CD016131_data","1::2",1,"2","RSV-associated lower respiratory tract illness","OR_cc","OR_cc",FALSE,-0.91646199872637,-0.91646199872637,-1.73441202100525,-0.0985119764474944,-1.73441202100525,-0.0985119764474944,0,0,0
"CD016131_data","1::overall",1,"overall","RSV-associated lower respiratory tract infection","OR_cc","OR_cc",FALSE,-0.411224432999063,-0.411224432999063,-0.926348424655126,0.103899558657,-0.926348424655126,0.103899558657,0,0,0
"CD016131_data","2::1",2,"1","Medically attended RSV-associated severe lower respiratory tract illness in infants","RD","RD",FALSE,-0.00986853424070365,-0.00986853424070365,-0.0215131196624575,0.00177605118105016,-0.0215131196624575,0.00177605118105016,1,0,0
"CD016131_data","2::overall",2,"overall","RSV-associated acute respiratory illness","RD","RD",FALSE,-0.00572952563252724,-0.00572952563252724,-0.00818854340501258,-0.0032705078600419,-0.00818854340501258,-0.0032705078600419,3,1,0
"CD016131_data","3::overall",3,"overall","Mortality from illness caused by RSV","RD","RD",FALSE,0.044982155106917,0.044982155106917,0.00433465500984514,0.0856296552039889,0.00433465500984514,0.0856296552039889,9,5,0
"CD016131_data","4::overall",4,"overall","All-cause mortality&nbsp;","RD","RD",FALSE,-0.000120026635023981,-0.000120026635023981,-0.000390383858914417,0.000150330588866455,-0.000390383858914417,0.000150330588866455,6,6,0
"CD016131_data","5::1",5,"1","Serious adverse events (SAEs) related to vaccination","RD","RD",FALSE,6.55792229365448e-06,6.55792229365448e-06,-0.00047470343786294,0.000487819282450249,-0.00047470343786294,0.000487819282450249,1,0,0
"CD016131_data","5::2",5,"2","Serious adverse events (SAEs) related to vaccination","OR_cc","RD",TRUE,-0.298994110430106,NA,-1.02759612061923,0.42960789975902,NA,NA,1,1,NA
"CD016131_data","5::overall",5,"overall","Serious adverse events (SAEs) related to vaccination&nbsp;","RD","RD",FALSE,0.0626208559893468,0.0626208559893468,-0.036913216442392,0.162154928421086,-0.036913216442392,0.162154928421086,1,1,0
"CD016131_data","6::1",6,"1","Any unsolicited adverse events (spontaneously reported/ other adverse events)","RD","RD",FALSE,0.00789581181229729,0.00789581181229729,-0.00170670359428967,0.0174983272188842,-0.00170670359428967,0.0174983272188842,1,1,0
"CD016131_data","6::2",6,"2","Any unsolicited adverse events (spontaneously reported/ other adverse events)","OR_cc","OR_cc",FALSE,-0.356980976757739,-0.356980976757739,-1.77819750922643,1.06423555571096,-1.77819750922643,1.06423555571096,0,0,0
"CD016131_data","7::1",7,"1","Any solicited adverse events (Local reactions- redness, swelling, pain/tenderness and systemic reactions - fever, fatigue, etc.)","OR_cc","OR_cc",FALSE,0.754129334982144,0.754129334982144,-0.236898640558686,1.74515731052297,-0.236898640558686,1.74515731052297,0,0,0
"CD016136_data","1::overall",1,"overall","Implementation outcome","OR_cc","RD",TRUE,-0.0885192902454321,NA,-0.557624378609541,0.380585798118676,NA,NA,72,72,NA
"CD016136_data","2::overall",2,"overall","ICC 0.07","OR_cc","RD",TRUE,-0.113277708919372,NA,-0.626582329791216,0.400026911952473,NA,NA,60,60,NA
"CD016136_data","3::overall",3,"overall","ICC 0.351","OR_cc","RD",TRUE,-0.113277708919372,NA,-0.839200065385114,0.612644647546371,NA,NA,30,30,NA
"CD016136_data","4::overall",4,"overall","Adjusting for clustering where the unit of analysis was unclear ","OR_cc","RD",TRUE,-0.113277708919372,NA,-0.839200065385114,0.612644647546371,NA,NA,30,30,NA
"CD016136_data","5::overall",5,"overall","Including trials that explicitly described a trial aim or objective to test the effectiveness of an implementation strategy on an implementation outcome","OR_cc","RD",TRUE,-0.196544039309836,NA,-1.29279728329778,0.89970920467811,NA,NA,13,13,NA
"CD016147_data","1::overall",1,"overall","Manual removal of the placenta (end of treatment)","OR_cc","OR_cc",FALSE,-0.200213295357558,-0.200213295357558,-0.49427623005444,0.0938496393393236,-0.49427623005444,0.0938496393393236,0,0,0
"CD016147_data","11::overall",11,"overall","Blood transfusion","OR_cc","OR_cc",FALSE,-0.413136302782839,-0.413136302782839,-1.07235039299818,0.246077787432497,-1.07235039299818,0.246077787432497,0,0,0
"CD016147_data","12::overall",12,"overall","Blood loss (mL)","OR_cc","RD",TRUE,-0.209150125024352,NA,-2.48796255353026,2.06966230348156,NA,NA,3,3,NA
"CD016147_data","2::overall",2,"overall","PPH ≥ 1000 mL (end of treatment)","OR_cc","OR_cc",FALSE,-0.527899148939984,-0.527899148939984,-1.48948391709447,0.433685619214498,-1.48948391709447,0.433685619214498,0,0,0
"CD016147_data","3::overall",3,"overall","Adverse effects (shivering)","OR_cc","OR_cc",FALSE,0.23272421637125,0.23272421637125,-1.19560750034758,1.66105593309008,-1.19560750034758,1.66105593309008,0,0,0
"CD016147_data","4::overall",4,"overall","Adverse effects (nausea)","RD","RD",FALSE,0.0366119965080526,0.0366119965080526,-0.121456013814004,0.194680006830109,-0.121456013814004,0.194680006830109,1,0,0
"CD016147_data","6::overall",6,"overall","Adverse effects (abdominal pain)","OR_cc","OR_cc",FALSE,-0.119236584522769,-0.119236584522769,-1.07578617150549,0.837313002459956,-1.07578617150549,0.837313002459956,0,0,0
"CD016147_data","8::overall",8,"overall","Adverse effects (dizziness)","RD","RD",FALSE,0.0114813169814288,0.0114813169814288,-0.074624282205319,0.0975869161681765,-0.074624282205319,0.0975869161681765,1,0,0
"CD016148_data","1::overall",1,"overall","2nd degree tears","RD","RD",FALSE,-0.0021561788724347,-0.0021561788724347,-0.015847428604127,0.0115350708592576,-0.015847428604127,0.0115350708592576,1,0,0
"CD016148_data","2::overall",2,"overall","3rd or 4th degree tears","RD","RD",FALSE,-0.00576643910086291,-0.00576643910086291,-0.0136644383574446,0.0021315601557188,-0.0136644383574446,0.0021315601557188,6,1,0
"CD016148_data","3::overall",3,"overall","3rd degree tears","RD","RD",FALSE,-0.00191872025862113,-0.00191872025862113,-0.00475304694310837,0.000915606425866113,-0.00475304694310837,0.000915606425866113,8,4,0
"CD016148_data","4::overall",4,"overall","4th degree tears","RD","RD",FALSE,-0.00462690945010874,-0.00462690945010874,-0.0326199868173557,0.0233661679171382,-0.0326199868173557,0.0233661679171382,5,3,0
"CD016148_data","5::overall",5,"overall","PPH ≥ 500mL","RD","RD",FALSE,0.0420865252030977,0.0420865252030977,-0.103489296780361,0.187662347186557,-0.103489296780361,0.187662347186557,1,1,0
"CD016168_data","1::overall",1,"overall","Severe maternal morbidity – composite excluding ICU admission","OR_cc","RD",TRUE,1.1586827241707,NA,-0.363892738415486,2.68125818675688,NA,NA,3,3,NA
"CD016168_data","10::overall",10,"overall","Adverse effects – abdominal pain up to 24 hours","RD","RD",FALSE,0.0251523134310539,0.0251523134310539,-0.0188316155275155,0.0691362423896233,-0.0188316155275155,0.0691362423896233,1,0,0
"CD016168_data","11::overall",11,"overall","Adverse effects – headache up to 24 hours","RD","RD",FALSE,-0.00160838780012609,-0.00160838780012609,-0.0316406271983462,0.028423851598094,-0.0316406271983462,0.028423851598094,1,0,0
"CD016168_data","12::overall",12,"overall","Adverse effects – nausea or vomiting up to 24 hours","RD","RD",FALSE,0.0238437691807512,0.0238437691807512,-0.0110435343687016,0.0587310727302039,-0.0110435343687016,0.0587310727302039,1,0,0
"CD016168_data","13::overall",13,"overall","Adverse effects – fainting up to 24 hours","OR_cc","OR_cc",FALSE,0.0893966664280964,0.0893966664280964,-1.07085504579899,1.24964837865519,-1.07085504579899,1.24964837865519,0,0,0
"CD016168_data","14::overall",14,"overall","Adverse effects – palpitations up to 24 hours","OR_cc","RD",TRUE,-0.603159084147178,NA,-1.96762054740143,0.761302379107077,NA,NA,1,1,NA
"CD016168_data","15::overall",15,"overall","Adverse effects – allergic reaction up to 24 hours","OR_cc","RD",TRUE,-1.09447940074705,NA,-3.58595632879054,1.39699752729644,NA,NA,2,1,NA
"CD016168_data","16::overall",16,"overall","Adverse effects – urticaria up to 24 hours","OR_cc","RD",TRUE,-1.08796039314627,NA,-3.57947009665957,1.40354931036702,NA,NA,2,1,NA
"CD016168_data","17::overall",17,"overall","Adverse effects – itching up to 24 hours","OR_cc","RD",TRUE,0.5498831653626,NA,-2.05307972639668,3.15284605712188,NA,NA,2,1,NA
"CD016168_data","18::overall",18,"overall","Adverse effects – shortness of breath up to 24 hours","OR_cc","RD",TRUE,-1.10766771310554,NA,-3.08063767175518,0.865302245544089,NA,NA,2,1,NA
"CD016168_data","2::overall",2,"overall","Severe maternal morbidity – ICU admission","RD","RD",FALSE,0.0178211688187387,0.0178211688187387,0.00483216801294072,0.0308101696245366,0.00483216801294072,0.0308101696245366,2,1,0
"CD016168_data","3::overall",3,"overall","Breastfeeding","OR_cc","OR_cc",FALSE,-0.335016095371524,-0.335016095371524,-0.782139298258091,0.112107107515043,-0.782139298258091,0.112107107515043,0,0,0
"CD016168_data","4::overall",4,"overall","Severe maternal morbidity – hysterectomy (randomised studies)","RD","RD",FALSE,-0.00572255929398787,-0.00572255929398787,-0.0145514033082926,0.00310628472031685,-0.0145514033082926,0.00310628472031685,2,0,0
"CD016168_data","5::overall",5,"overall","Severe maternal morbidity – hysterectomy (non-randomised studies)","OR_cc","OR_cc",FALSE,1.1234237508771,1.1234237508771,0.640487126522649,1.60636037523155,0.640487126522649,1.60636037523155,0,0,0
"CD016168_data","6::overall",6,"overall","Adverse effects – thromboembolic events","RD","RD",FALSE,0.00221094291711175,0.00221094291711175,-0.0246208328533635,0.029042718687587,-0.0246208328533635,0.029042718687587,3,1,0
"CD016168_data","7::overall",7,"overall","Adverse effects – dizziness up to 24 hours","OR_cc","OR_cc",FALSE,-0.343718650824509,-0.343718650824509,-0.900604461255835,0.213167159606817,-0.900604461255835,0.213167159606817,0,0,0
"CD016168_data","8::overall",8,"overall","Adverse effects – shivering up to 24 hours","RD","RD",FALSE,0.0478563535764254,0.0478563535764254,-0.0466871736790235,0.142399880831874,-0.0466871736790235,0.142399880831874,1,0,0
"CD016168_data","9::overall",9,"overall","Adverse effects – fever up to 24 hours","RD","RD",FALSE,-0.0100131567255875,-0.0100131567255875,-0.0823371581607662,0.0623108447095912,-0.0823371581607662,0.0623108447095912,1,0,0
"CD016211_data","1::overall",1,"overall","Maternal sepsis","OR_cc","OR_cc",FALSE,-0.43199609546437,-0.43199609546437,-0.597180443098425,-0.266811747830315,-0.597180443098425,-0.266811747830315,0,0,0
"CD016211_data","11::overall",11,"overall","Adverse effects of antibiotics: vomiting","OR_cc","OR_cc",FALSE,0.28611231376335,0.28611231376335,-0.109908582408914,0.682133209935614,-0.109908582408914,0.682133209935614,0,0,0
"CD016211_data","12::overall",12,"overall","Adverse effects of antibiotics: diarrhea","RD","RD",FALSE,0.000898133112608458,0.000898133112608458,-0.000574181652324747,0.00237044787754166,-0.000574181652324747,0.00237044787754166,1,0,0
"CD016211_data","15::overall",15,"overall","Other maternal infections: chorioamnionitis","OR_cc","OR_cc",FALSE,-0.913978866023533,-0.913978866023533,-1.85233253143279,0.0243747993857244,-1.85233253143279,0.0243747993857244,0,0,0
"CD016211_data","16::overall",16,"overall","Other maternal infections: endometritis","OR_cc","OR_cc",FALSE,-0.429386444748641,-0.429386444748641,-0.607453077513859,-0.251319811983423,-0.607453077513859,-0.251319811983423,0,0,0
"CD016211_data","17::overall",17,"overall","Other maternal infections: mastitis or breast abscess","RD","RD",FALSE,-0.0014015192239529,-0.0014015192239529,-0.00250936679534954,-0.000293671652556272,-0.00250936679534954,-0.000293671652556272,1,0,0
"CD016211_data","18::overall",18,"overall","Other maternal infections: pyelonephritis","OR_cc","OR_cc",FALSE,-1.14360929548117,-1.14360929548117,-1.9162886647384,-0.37092992622394,-1.9162886647384,-0.37092992622394,0,0,0
"CD016211_data","19::overall",19,"overall","Other neonatal infections","OR_cc","OR_cc",FALSE,-0.203756810506619,-0.203756810506619,-0.541633191999637,0.134119570986398,-0.541633191999637,0.134119570986398,0,0,0
"CD016211_data","2::2",2,"2","Maternal sepsis: subgroup analysis (polypharmacy vs monopharmacy)","OR_cc","OR_cc",FALSE,-0.435092759704064,-0.435092759704064,-0.601365776286879,-0.268819743121249,-0.601365776286879,-0.268819743121249,0,0,0
"CD016211_data","3::overall",3,"overall","Maternal mortality","RD","RD",FALSE,0.000171977048300732,0.000171977048300732,-0.000369666855678286,0.000713620952279749,-0.000369666855678286,0.000713620952279749,2,1,0
"CD016211_data","4::2",4,"2","Maternal mortality: subgroup analysis (polypharmacy vs monopharmacy)","RD","RD",FALSE,0.000198957755971932,0.000198957755971932,-0.000342400028165701,0.000740315540109566,-0.000342400028165701,0.000740315540109566,2,1,0
"CD016278_data","1::overall",1,"overall","Estimated blood loss ≥ 1000ml","OR_cc","OR_cc",FALSE,-0.0574893006715788,-0.0574893006715788,-0.215630350852334,0.100651749509176,-0.215630350852334,0.100651749509176,0,0,0
"CD016278_data","12::overall",12,"overall","Clinical diagnosis of PPH","RD","RD",FALSE,-0.0132848893372184,-0.0132848893372184,-0.0335252099501939,0.00695543127575706,-0.0335252099501939,0.00695543127575706,1,0,0
"CD016278_data","13::overall",13,"overall","Estimated mean blood loss (mL)","OR_cc","RD",TRUE,-0.546337046345822,NA,-3.32613981763574,2.2334657249441,NA,NA,2,2,NA
"CD016278_data","14::overall",14,"overall","Calculated mean blood loss (mL)","OR_cc","RD",TRUE,0.0168957786088928,NA,-2.25185851735194,2.28565007456972,NA,NA,3,3,NA
"CD016278_data","15::overall",15,"overall","Myocardial infarction","OR_cc","RD",TRUE,0.34363039708336,NA,-1.47422111642933,2.16148191059606,NA,NA,4,3,NA
"CD016278_data","16::overall",16,"overall","Stroke","OR_cc","RD",TRUE,0.34363039708336,NA,-1.47422111642933,2.16148191059606,NA,NA,4,3,NA
