"dataset","source","term"
"CD014687_pub2_data","Analysis.name","Satisfaction: meta-analysis intermediate term"
"CD014687_pub2_data","Analysis.name","Satisfaction: long term"
"CD014687_pub2_data","Analysis.name","Adverse events: long term"
"CD014688_pub2_data","Analysis.group","1"
"CD014688_pub2_data","Analysis.group","2"
"CD014688_pub2_data","Analysis.group","3"
"CD014688_pub2_data","Analysis.group","4"
"CD014688_pub2_data","Analysis.name","Child/adolescent quality of life between baseline and 12 months (self-reported) "
"CD014688_pub2_data","Analysis.name","Child/adolescent quality of life between baseline and 12 months (parent proxy-reported)"
"CD014688_pub2_data","Analysis.name","Parent quality of life between baseline and 24 months "
"CD014688_pub2_data","Analysis.name","Hospitalisation rates between baseline and 12 months"
"CD014688_pub2_data","Analysis.name","Rates of emergency department attendance between baseline and 12 months"
"CD014713_pub2_data","Analysis.group","1"
"CD014713_pub2_data","Analysis.group","2"
"CD014713_pub2_data","Analysis.name","Unplanned hospital presentation rates - unplanned hospital admissions within one month (30 days)"
"CD014713_pub2_data","Analysis.name","Unplanned hospital presentation rates - unplanned hospital admissions within 12 months (365 days)"
"CD014713_pub2_data","Analysis.name","Unplanned hospital presentation rates - emergency department presentations within one month (30 days)"
"CD014713_pub2_data","Analysis.name","Unplanned hospital presentation rates - emergency department presentations within 12 months (365 days)"
"CD014713_pub2_data","Analysis.name","Utilisation of community services - hospital outpatient appointments within one month (30 days)"
"CD014722_pub2_data","Analysis.group","1"
"CD014722_pub2_data","Analysis.group","2"
"CD014722_pub2_data","Analysis.group","3"
"CD014722_pub2_data","Analysis.group","4"
"CD014722_pub2_data","Analysis.group","5"
"CD014722_pub2_data","Analysis.group","6"
"CD014722_pub2_data","Analysis.group","7"
"CD014722_pub2_data","Analysis.group","8"
"CD014722_pub2_data","Analysis.group","9"
"CD014722_pub2_data","Analysis.group","10"
"CD014722_pub2_data","Analysis.name","Diagnosis of mental disorders at 1-6 months "
"CD014722_pub2_data","Analysis.name","Diagnosis of mental disorders at 7-24 months"
"CD014722_pub2_data","Analysis.name","Quality of life at 0-1 months"
"CD014722_pub2_data","Analysis.name","Quality of life at 7-24 months "
"CD014722_pub2_data","Analysis.name","Depressive symptoms at 0-1 months"
"CD014722_pub2_data","Analysis.name","Depressive symptoms at 1-6 months"
"CD014722_pub2_data","Analysis.name","Depressive symptoms at 7-24 months"
"CD014722_pub2_data","Analysis.name","Anxiety symptoms at 0-1 months"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 0-1 months"
"CD014722_pub2_data","Analysis.name","Social outcomes at 0-1 months"
"CD014722_pub2_data","Analysis.name","Quality of life at 1-6 months "
"CD014722_pub2_data","Analysis.name","Anxiety symptoms at 1-6 months"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 0-1 months"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 1-6 months"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 7-24 months"
"CD014722_pub2_data","Analysis.name","Social outcomes at 1-6 months"
"CD014722_pub2_data","Analysis.name","Social outcomes at 7-24 months"
"CD014722_pub2_data","Analysis.name","Diagnosis of mental disorders at 0-1 months"
"CD014722_pub2_data","Analysis.name","Quality of life at 7-24  months "
"CD014722_pub2_data","Analysis.name","Adverse events at 0-1 months"
"CD014722_pub2_data","Analysis.name","Psychological functioning and impairment at 0-1 months"
"CD014722_pub2_data","Analysis.name","Psychological functioning and impairment at 1-6 months "
"CD014722_pub2_data","Analysis.name","Psychological functioning and impairment at 7-24 months"
"CD014722_pub2_data","Analysis.name","Anxiety symptoms at 1-6 months "
"CD014722_pub2_data","Analysis.name","Anxiety symptoms at 7-24 months"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 1-6 months "
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 7-24 months"
"CD014722_pub2_data","Analysis.name","Psychological functioning and impairment at 7-24 months "
"CD014722_pub2_data","Analysis.name","Distress/PTSD  symptoms at 0-1 months"
"CD014722_pub2_data","Analysis.name","Social outcomes at 1-6 months "
"CD014722_pub2_data","Analysis.name","Diagnosis of mental disorders at 1 to 6 months "
"CD014722_pub2_data","Analysis.name","Diagnosis of mental disorders at 0-1 months—indicated prevention adults"
"CD014722_pub2_data","Analysis.name","Quality of life at 0-1 months—selective prevention adults"
"CD014722_pub2_data","Analysis.name","Quality of life at 1-6 months—selective prevention adults"
"CD014722_pub2_data","Analysis.name","Psychological functioning and impairment at 0-1 months—indicated prevention adults"
"CD014722_pub2_data","Analysis.name","Depressive symptoms at 0-1 months—indicated prevention adults"
"CD014722_pub2_data","Analysis.name","Distress/PTSD symptoms at 0-1 months—indicated prevention adults"
"CD014722_pub2_data","Analysis.name","Depressive symptoms at 1-6 months—indicated prevention adults"
"CD014722_pub2_data","Subgroup","Primary healthcare workers"
"CD014722_pub2_data","Subgroup","Community workers"
"CD014722_pub2_data","Subgroup","Community setting"
"CD014722_pub2_data","Subgroup","Refugee camp"
"CD014722_pub2_data","Subgroup","Other"
"CD014722_pub2_data","Subgroup","School"
"CD014736_pub2_data","Analysis.group","1"
"CD014736_pub2_data","Analysis.group","2"
"CD014736_pub2_data","Analysis.name","Maximum Walking Distance (metres)"
"CD014736_pub2_data","Analysis.name","Six-minute walk test (metres)"
"CD014736_pub2_data","Analysis.name","Pain-free walking distance at end of follow-up (change from baseline, metres)"
"CD014736_pub2_data","Analysis.name","Ankle-brachial index (ABI) - Absolute values at end of follow-up"
"CD014736_pub2_data","Analysis.name","Mortality by end of follow-up"
"CD014736_pub2_data","Analysis.name","Health-related quality of life: SF-36 Physical component - Absolute values at end of follow-up"
"CD014736_pub2_data","Analysis.name","Health-related quality of life: SF-36 Mental component - Absolute values at end of follow-up"
"CD014736_pub2_data","Analysis.name","Walking Impairment Questionnaire - Total score - Absolute values at end of follow-up"
"CD014736_pub2_data","Analysis.name","Reintervention by end of follow-up"
"CD014736_pub2_data","Subgroup","Final maximum walking distance at end of follow-up"
"CD014736_pub2_data","Subgroup","Final maximum walking distance at 6 months"
"CD014736_pub2_data","Subgroup","Change in distance from baseline to end of follow-up"
"CD014736_pub2_data","Subgroup","Absolute distance at end of follow-up"
"CD014736_pub2_data","Subgroup","Change from baseline at end of follow-up"
"CD014741_pub2_data","Analysis.group","1"
"CD014741_pub2_data","Analysis.group","2"
"CD014741_pub2_data","Analysis.group","3"
"CD014741_pub2_data","Analysis.group","4"
"CD014741_pub2_data","Analysis.group","5"
"CD014741_pub2_data","Analysis.group","6"
"CD014741_pub2_data","Analysis.name","All-cause mortality"
"CD014741_pub2_data","Analysis.name","Myocardial infarction (fatal or non-fatal)"
"CD014741_pub2_data","Analysis.name","Unstable angina"
"CD014741_pub2_data","Analysis.name","Adverse events"
"CD014741_pub2_data","Analysis.name","Adverse events (by patients)"
"CD014741_pub2_data","Analysis.name","Adverse events (any infections)"
"CD014741_pub2_data","Analysis.name","Stroke (fatal or non-fatal)"
"CD014741_pub2_data","Analysis.name","Heart failure"
"CD014741_pub2_data","Analysis.name","Myocardial Infarction (fatal or non-fatal)"
"CD014741_pub2_data","Analysis.name","Adverse events (incidence rate)"
"CD014741_pub2_data","Analysis.name","Adverse event: any infection (incidence rate)"
"CD014741_pub2_data","Analysis.name","Peripheral vascular disease"
"CD014741_pub2_data","Analysis.name","Adverse events any infection (incidence rate)"
"CD014741_pub2_data","Analysis.name","Adverse events (serious infections)"
"CD014741_pub2_data","Analysis.name","Adverse events by incidence rate"
"CD014741_pub2_data","Analysis.name","Adverse events: serious infections by incidence rate "
"CD014741_pub2_data","Analysis.name","Adverse events (any infection) incidence rate"
"CD014741_pub2_data","Analysis.name","Adverse events: incidence rate for serious infection"
"CD014741_pub2_data","Analysis.name","Quality of life"
"CD014741_pub2_data","Subgroup","Anakinra"
"CD014741_pub2_data","Subgroup","Canakinumab"
"CD014741_pub2_data","Subgroup","Tocilizumab"
"CD014741_pub2_data","Subgroup","Infliximab"
"CD014741_pub2_data","Subgroup","Etanercept"
"CD014741_pub2_data","Subgroup","All-cause mortality"
"CD014755_pub2_data","Analysis.group","1"
"CD014755_pub2_data","Analysis.group","2"
"CD014755_pub2_data","Analysis.name","Number of chemotherapy cycles to remission"
"CD014755_pub2_data","Analysis.name","Treatment success rate"
"CD014755_pub2_data","Analysis.name","Relapse "
"CD014755_pub2_data","Analysis.name","Disease-specific mortality"
"CD014755_pub2_data","Analysis.name","Death due to treatment"
"CD014755_pub2_data","Analysis.name","Pregnancy rate"
"CD014755_pub2_data","Analysis.name","Any adverse events "
"CD014755_pub2_data","Analysis.name","Adverse events (grade 3 or 4)"
"CD014755_pub2_data","Analysis.name","Emergency hysterectomy"
"CD014758_pub3_data","Analysis.group","1"
"CD014758_pub3_data","Analysis.group","2"
"CD014758_pub3_data","Analysis.group","3"
"CD014758_pub3_data","Analysis.group","4"
"CD014758_pub3_data","Analysis.group","5"
"CD014758_pub3_data","Analysis.group","6"
"CD014758_pub3_data","Analysis.group","7"
"CD014758_pub3_data","Analysis.group","8"
"CD014758_pub3_data","Analysis.group","9"
"CD014758_pub3_data","Analysis.group","10"
"CD014758_pub3_data","Analysis.group","11"
"CD014758_pub3_data","Analysis.name","Change in refractive error from baseline"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline "
"CD014758_pub3_data","Analysis.name","Change in refractive error following cessation of treatment "
"CD014758_pub3_data","Analysis.name","Change in refractive error from baseline "
"CD014758_pub3_data","Analysis.name","Change in axial length following cessation of treatment "
"CD014758_pub3_data","Analysis.name","Change in refractive error from baseline (1 year)"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline (1 year)"
"CD014758_pub3_data","Analysis.name","Change in refractive error from baseline (2 years)"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline (2 years)"
"CD014758_pub3_data","Analysis.name","Change in refractive error from baseline (3 years)"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline (3 years)"
"CD014758_pub3_data","Analysis.name","Change in refractive error  from baseline (5 years)"
"CD014758_pub3_data","Analysis.name","Change in axial length from baseline (5 years)"
"CD014758_pub3_data","Analysis.name","Change in axial length"
"CD014758_pub3_data","Analysis.name","Change in axial length following cessation of treatment"
"CD014758_pub3_data","Subgroup","At 1 year"
"CD014758_pub3_data","Subgroup","At 2 years"
"CD014758_pub3_data","Subgroup","At 3 years"
"CD014758_pub3_data","Subgroup","At 1 year after cessation of treatment"
"CD014758_pub3_data","Subgroup","Atropine (high dose)"
"CD014758_pub3_data","Subgroup","Atropine eyedrops (low dose)"
"CD014758_pub3_data","Subgroup","Pirenzepine 2% gel"
"CD014758_pub3_data","Subgroup","Atropine eyedrops (high dose)"
"CD014758_pub3_data","Subgroup","Pirenzepine eyedrops 2% gel"
"CD014758_pub3_data","Subgroup","Atropine (low dose)"
"CD014758_pub3_data","Subgroup","At 1 year after cessation of treatment (low dose)"
"CD014758_pub3_data","Subgroup","At 1 year after cessation of treatment (high dose)"
"CD014758_pub3_data","Subgroup","Low dose atropine (Asian studies)"
"CD014758_pub3_data","Subgroup","Atropine (low dose). Non-Asian studies"
"CD014758_pub3_data","Subgroup","Low dose atropine (non-Asian studies)"
"CD014758_pub3_data","Subgroup","Low dose atropine  (Asian studies)"
"CD014758_pub3_data","Subgroup","Atropine eyedrops (low dose). Asian studies"
"CD014758_pub3_data","Subgroup","Low dose atropine"
"CD014758_pub3_data","Subgroup","At 1-year"
"CD014762_pub2_data","Analysis.group","1"
"CD014762_pub2_data","Analysis.group","2"
"CD014762_pub2_data","Analysis.name","Short-term resolution of symptoms (days 1 to 4 after randomisation)"
"CD014762_pub2_data","Analysis.name","Medium-term resolution of symptoms (days 5 to 10 after randomisation)"
"CD014762_pub2_data","Analysis.name","Adverse events (to day 30 after randomisation)"
"CD014762_pub2_data","Analysis.name","Duration of symptoms [days]"
"CD014762_pub2_data","Analysis.name","Severity of symptoms"
"CD014762_pub2_data","Analysis.name","Microbiological resolution (by day 10 after randomisation)"
"CD014762_pub2_data","Analysis.name","Use of rescue antibiotic treatment (by day 30 after randomisation)"
"CD014762_pub2_data","Analysis.name","Emergence of antibiotic resistant bacteria"
"CD014762_pub2_data","Subgroup","NSAIDs versus antibiotics"
"CD014762_pub2_data","Subgroup","NSAIDs + antibiotics vs antibiotics"
"CD014762_pub2_data","Subgroup","NSAIDs vs antibiotics"
"CD014762_pub2_data","Subgroup","NSAIDs vs placebo"
"CD014762_pub2_data","Subgroup","NSAIDs vs Uva-Ursi (herbal product)"
"CD014763_pub2_data","Analysis.group","1"
"CD014763_pub2_data","Analysis.group","2"
"CD014763_pub2_data","Analysis.group","3"
"CD014763_pub2_data","Analysis.name","Surgical site infection"
"CD014763_pub2_data","Analysis.name","Participant satisfaction (very satisfied or satisfied)"
"CD014763_pub2_data","Analysis.name","Participant satisfaction (unsatisfied or very unsatisfied)"
"CD014763_pub2_data","Analysis.name","Incisional hernia"
"CD014763_pub2_data","Analysis.name","Anastomotic leak"
"CD014763_pub2_data","Analysis.name","Intestinal obstruction"
"CD014763_pub2_data","Analysis.name","Operative time (minutes)"
"CD014763_pub2_data","Analysis.name","Length of hospital stay (days)"
"CD014763_pub2_data","Subgroup","Very satisfied"
"CD014763_pub2_data","Subgroup","Satisfied"
"CD014763_pub2_data","Subgroup","Satisfied or very satisfied"
"CD014763_pub2_data","Subgroup","Unsatisfied"
"CD014763_pub2_data","Subgroup","Very unsatisfied"
"CD014763_pub2_data","Subgroup","Unsatisfied or very unsatisfied"
"CD014763_pub2_data","Subgroup","Very satisfied or satisfied"
"CD014769_pub2_data","Analysis.group","1"
"CD014769_pub2_data","Analysis.name","Any VTE"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by provoked status"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by age"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by sex"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by disease"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by type of statin"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE statified by different doses of rosuvstatin"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by different doses of atorvastatin"
"CD014769_pub2_data","Analysis.name","Subgroup analysis for any VTE stratified by treatment duration"
"CD014769_pub2_data","Analysis.name","Sensitivity analysis for any VTE excluding unpublished data"
"CD014769_pub2_data","Analysis.name","Sensitivity analysis for any VTE excluding studies with high risk of bias"
